

"Area","Area Id","Variable Name","Variable Id","Year","Value","Symbol","Md"
"Algeria",12,"Long-term average annual precipitation in depth",4151,2017,89.0,"X","","6433"
"Angola",24,"Long-term average annual precipitation in depth",4151,2017,1010.0,"X","","6433"
"Antigua and Barbuda",28,"Long-term average annual precipitation in depth",4151,2017,1030.0,"X","","6433"
"Argentina",32,"Long-term average annual precipitation in depth",4151,2017,591.0,"","","6433"
"Armenia",51,"Long-term average annual precipitation in depth",4151,2017,562.0,"","","6433"
"Australia",36,"Long-term average annual precipitation in depth",4151,2017,534.0,"X","","6433"
"Austria",40,"Long-term average annual precipitation in depth",4151,2017,1110.0,"X","","6433"
"Azerbaijan",31,"Long-term average annual precipitation in depth",4151,2017,447.0,"","","6433"
"Bahamas",44,"Long-term average annual precipitation in depth",4151,2017,1292.0,"X","","6433"
"Bahrain",48,"Long-term average annual precipitation in depth",4151,2017,83.0,"","","6433"
"Bangladesh",50,"Long-term average annual precipitation in depth",4151,2017,2666.0,"X","","6433"
"Barbados",52,"Long-term average annual precipitation in depth",4151,2017,1422.0,"X","","6433"
"Belarus",112,"Long-term average annual precipitation in depth",4151,2017,618.0,"X","","6433"
"Belgium",56,"Long-term average annual precipitation in depth",4151,2017,847.0,"X","","6433"
"Belize",84,"Long-term average annual precipitation in depth",4151,2017,1705.0,"X","","6433"
"Benin",204,"Long-term average annual precipitation in depth",4151,2017,1039.0,"X","","6433"
"Bhutan",64,"Long-term average annual precipitation in depth",4151,2017,2200.0,"X","","6433"
"Bolivia (Plurinational State of)",68,"Long-term average annual precipitation in depth",4151,2017,1146.0,"","","6433"
"Bosnia and Herzegovina",70,"Long-term average annual precipitation in depth",4151,2017,1028.0,"X","","6433"
"Botswana",72,"Long-term average annual precipitation in depth",4151,2017,416.0,"X","","6433"
"Brazil",76,"Long-term average annual precipitation in depth",4151,2017,1761.0,"","","6433"
"Brunei Darussalam",96,"Long-term average annual precipitation in depth",4151,2017,2722.0,"X","","6433"
"Bulgaria",100,"Long-term average annual precipitation in depth",4151,2017,608.0,"X","","6433"
"Burkina Faso",854,"Long-term average annual precipitation in depth",4151,2017,748.0,"X","","6433"
"Burundi",108,"Long-term average annual precipitation in depth",4151,2017,1274.0,"X","","6433"
"Cabo Verde",132,"Long-term average annual precipitation in depth",4151,2017,228.0,"X","","6433"
"Cambodia",116,"Long-term average annual precipitation in depth",4151,2017,1904.0,"X","","6433"
"Cameroon",120,"Long-term average annual precipitation in depth",4151,2017,1604.0,"X","","6433"
"Canada",124,"Long-term average annual precipitation in depth",4151,2017,537.0,"X","","6433"
"Central African Republic",140,"Long-term average annual precipitation in depth",4151,2017,1343.0,"X","","6433"
"Chad",148,"Long-term average annual precipitation in depth",4151,2017,322.0,"X","","6433"
"Chile",152,"Long-term average annual precipitation in depth",4151,2017,1522.0,"","","6433"
"China",156,"Long-term average annual precipitation in depth",4151,2017,645.0,"X","","6433"
"Colombia",170,"Long-term average annual precipitation in depth",4151,2017,3240.0,"","","6433"
"Comoros",174,"Long-term average annual precipitation in depth",4151,2017,900.0,"X","","6433"
"Congo",178,"Long-term average annual precipitation in depth",4151,2017,1646.0,"X","","6433"
"Costa Rica",188,"Long-term average annual precipitation in depth",4151,2017,2926.0,"X","","6433"
"Côte d'Ivoire",384,"Long-term average annual precipitation in depth",4151,2017,1348.0,"X","","6433"
"Croatia",191,"Long-term average annual precipitation in depth",4151,2017,1113.0,"","","6433"
"Cuba",192,"Long-term average annual precipitation in depth",4151,2017,1335.0,"X","","6433"
"Cyprus",196,"Long-term average annual precipitation in depth",4151,2017,498.0,"","","6433"
"Czechia",203,"Long-term average annual precipitation in depth",4151,2017,677.0,"","","6433"
"Democratic People's Republic of Korea",408,"Long-term average annual precipitation in depth",4151,2017,1054.0,"X","","6433"
"Democratic Republic of the Congo",180,"Long-term average annual precipitation in depth",4151,2017,1543.0,"X","","6433"
"Denmark",208,"Long-term average annual precipitation in depth",4151,2017,703.0,"X","","6433"
"Djibouti",262,"Long-term average annual precipitation in depth",4151,2017,220.0,"X","","6433"
"Dominica",212,"Long-term average annual precipitation in depth",4151,2017,2083.0,"X","","0"
"Dominican Republic",214,"Long-term average annual precipitation in depth",4151,2017,1410.0,"X","","6433"
"Ecuador",218,"Long-term average annual precipitation in depth",4151,2017,2274.0,"","","6433"
"Egypt",818,"Long-term average annual precipitation in depth",4151,2017,18.1,"","","6783"
"El Salvador",222,"Long-term average annual precipitation in depth",4151,2017,1784.0,"","","6433"
"Equatorial Guinea",226,"Long-term average annual precipitation in depth",4151,2017,2156.0,"X","","6433"
"Eritrea",232,"Long-term average annual precipitation in depth",4151,2017,384.0,"X","","6433"
"Estonia",233,"Long-term average annual precipitation in depth",4151,2017,626.0,"X","","6433"
"Eswatini",748,"Long-term average annual precipitation in depth",4151,2017,788.0,"X","","6433"
"Ethiopia",231,"Long-term average annual precipitation in depth",4151,2017,848.0,"X","","6433"
"Fiji",242,"Long-term average annual precipitation in depth",4151,2017,2592.0,"","","6433"
"Finland",246,"Long-term average annual precipitation in depth",4151,2017,536.0,"X","","6433"
"France",250,"Long-term average annual precipitation in depth",4151,2017,867.0,"","","6433"
"Gabon",266,"Long-term average annual precipitation in depth",4151,2017,1831.0,"X","","6433"
"Gambia",270,"Long-term average annual precipitation in depth",4151,2017,836.0,"X","","6433"
"Georgia",268,"Long-term average annual precipitation in depth",4151,2017,1026.0,"","","6433"
"Germany",276,"Long-term average annual precipitation in depth",4151,2017,700.0,"X","","6433"
"Ghana",288,"Long-term average annual precipitation in depth",4151,2017,1187.0,"X","","6433"
"Greece",300,"Long-term average annual precipitation in depth",4151,2017,652.0,"","","6433"
"Grenade",308,"Long-term average annual precipitation in depth",4151,2017,2350.0,"X","","6433"
"Guatemala",320,"Long-term average annual precipitation in depth",4151,2017,1996.0,"X","","6433"
"Guinea",324,"Long-term average annual precipitation in depth",4151,2017,1651.0,"X","","6433"
"Guinea-Bissau",624,"Long-term average annual precipitation in depth",4151,2017,1577.0,"X","","6433"
"Guyana",328,"Long-term average annual precipitation in depth",4151,2017,2387.0,"","","6433"
"Haiti",332,"Long-term average annual precipitation in depth",4151,2017,1440.0,"X","","6433"
"Honduras",340,"Long-term average annual precipitation in depth",4151,2017,1976.0,"X","","6433"
"Hungary",348,"Long-term average annual precipitation in depth",4151,2017,589.0,"","","6433"
"Iceland",352,"Long-term average annual precipitation in depth",4151,2017,1940.0,"X","","6433"
"India",356,"Long-term average annual precipitation in depth",4151,2017,1083.0,"X","","6433"
"Indonesia",360,"Long-term average annual precipitation in depth",4151,2017,2702.0,"X","","6433"
"Iran (Islamic Republic of)",364,"Long-term average annual precipitation in depth",4151,2017,228.0,"","","6433"
"Iraq",368,"Long-term average annual precipitation in depth",4151,2017,216.0,"","","6433"
"Ireland",372,"Long-term average annual precipitation in depth",4151,2017,1118.0,"X","","6433"
"Israel",376,"Long-term average annual precipitation in depth",4151,2017,435.0,"","","6433"
"Italy",380,"Long-term average annual precipitation in depth",4151,2017,832.0,"X","","6433"
"Jamaica",388,"Long-term average annual precipitation in depth",4151,2017,2051.0,"X","","6433"
"Japan",392,"Long-term average annual precipitation in depth",4151,2017,1668.0,"","","6433"
"Jordan",400,"Long-term average annual precipitation in depth",4151,2017,111.0,"","","6433"
"Kazakhstan",398,"Long-term average annual precipitation in depth",4151,2017,250.0,"X","","6433"
"Kenya",404,"Long-term average annual precipitation in depth",4151,2017,630.0,"X","","6433"
"Kuwait",414,"Long-term average annual precipitation in depth",4151,2017,121.0,"","","6433"
"Kyrgyzstan",417,"Long-term average annual precipitation in depth",4151,2017,533.0,"","","6433"
"Lao People's Democratic Republic",418,"Long-term average annual precipitation in depth",4151,2017,1834.0,"X","","6433"
"Latvia",428,"Long-term average annual precipitation in depth",4151,2017,667.0,"","","6433"
"Lebanon",422,"Long-term average annual precipitation in depth",4151,2017,661.0,"","","6433"
"Lesotho",426,"Long-term average annual precipitation in depth",4151,2017,788.0,"X","","6433"
"Liberia",430,"Long-term average annual precipitation in depth",4151,2017,2391.0,"X","","6433"
"Libya",434,"Long-term average annual precipitation in depth",4151,2017,56.0,"X","","6433"
"Lithuania",440,"Long-term average annual precipitation in depth",4151,2017,656.0,"X","","6433"
"Luxembourg",442,"Long-term average annual precipitation in depth",4151,2017,934.0,"X","","6433"
"Madagascar",450,"Long-term average annual precipitation in depth",4151,2017,1513.0,"X","","6433"
"Malawi",454,"Long-term average annual precipitation in depth",4151,2017,1181.0,"X","","6433"
"Malaysia",458,"Long-term average annual precipitation in depth",4151,2017,2875.0,"X","","6433"
"Maldives",462,"Long-term average annual precipitation in depth",4151,2017,1972.0,"X","","6433"
"Mali",466,"Long-term average annual precipitation in depth",4151,2017,282.0,"X","","6433"
"Malta",470,"Long-term average annual precipitation in depth",4151,2017,560.0,"X","","6433"
"Mauritania",478,"Long-term average annual precipitation in depth",4151,2017,92.0,"X","","6433"
"Mauritius",480,"Long-term average annual precipitation in depth",4151,2017,2041.0,"X","","6433"
"Mexico",484,"Long-term average annual precipitation in depth",4151,2017,758.0,"","","6433"
"Mongolia",496,"Long-term average annual precipitation in depth",4151,2017,241.0,"X","","6433"
"Morocco",504,"Long-term average annual precipitation in depth",4151,2017,346.0,"X","","6433"
"Mozambique",508,"Long-term average annual precipitation in depth",4151,2017,1032.0,"X","","6433"
"Myanmar",104,"Long-term average annual precipitation in depth",4151,2017,2091.0,"X","","6433"
"Namibia",516,"Long-term average annual precipitation in depth",4151,2017,285.0,"X","","6433"
"Nepal",524,"Long-term average annual precipitation in depth",4151,2017,1500.0,"X","","6433"
"Netherlands",528,"Long-term average annual precipitation in depth",4151,2017,778.0,"X","","6433"
"New Zealand",554,"Long-term average annual precipitation in depth",4151,2017,1732.0,"","","6433"
"Nicaragua",558,"Long-term average annual precipitation in depth",4151,2017,2280.0,"","","6433"
"Niger",562,"Long-term average annual precipitation in depth",4151,2017,151.0,"X","","6433"
"Nigeria",566,"Long-term average annual precipitation in depth",4151,2017,1150.0,"X","","6433"
"North Macedonia",807,"Long-term average annual precipitation in depth",4151,2017,619.0,"X","","6433"
"Norway",578,"Long-term average annual precipitation in depth",4151,2017,1414.0,"X","","6433"
"Oman",512,"Long-term average annual precipitation in depth",4151,2017,125.0,"","","6433"
"Pakistan",586,"Long-term average annual precipitation in depth",4151,2017,494.0,"X","","6433"
"Palestine",275,"Long-term average annual precipitation in depth",4151,2017,402.0,"X","","6433"
"Panama",591,"Long-term average annual precipitation in depth",4151,2017,2928.0,"","","6433"
"Papua New Guinea",598,"Long-term average annual precipitation in depth",4151,2017,3142.0,"X","","6433"
"Paraguay",600,"Long-term average annual precipitation in depth",4151,2017,1130.0,"","","6433"
"Peru",604,"Long-term average annual precipitation in depth",4151,2017,1738.0,"","","6433"
"Philippines",608,"Long-term average annual precipitation in depth",4151,2017,2348.0,"X","","6433"
"Poland",616,"Long-term average annual precipitation in depth",4151,2017,600.0,"X","","6433"
"Portugal",620,"Long-term average annual precipitation in depth",4151,2017,854.0,"X","","6433"
"Puerto Rico",630,"Long-term average annual precipitation in depth",4151,2017,2054.0,"X","","6433"
"Qatar",634,"Long-term average annual precipitation in depth",4151,2017,74.0,"","","6433"
"Republic of Korea",410,"Long-term average annual precipitation in depth",4151,2017,1274.0,"X","","6433"
"Republic of Moldova",498,"Long-term average annual precipitation in depth",4151,2017,450.0,"X","","6433"
"Romania",642,"Long-term average annual precipitation in depth",4151,2017,637.0,"X","","6433"
"Russian Federation",643,"Long-term average annual precipitation in depth",4151,2017,460.0,"X","","6433"
"Rwanda",646,"Long-term average annual precipitation in depth",4151,2017,1212.0,"X","","6433"
"Saint Kitts and Nevis",659,"Long-term average annual precipitation in depth",4151,2017,1427.0,"X","","6433"
"Saint Lucia",662,"Long-term average annual precipitation in depth",4151,2017,2301.0,"X","","6433"
"Saint Vincent and the Grenadines",670,"Long-term average annual precipitation in depth",4151,2017,1583.0,"X","","6433"
"Samoa",882,"Long-term average annual precipitation in depth",4151,2017,2880.0,"","","0"
"Sao Tome and Principe",678,"Long-term average annual precipitation in depth",4151,2017,3200.0,"X","","6433"
"Saudi Arabia",682,"Long-term average annual precipitation in depth",4151,2017,59.0,"","","6433"
"Senegal",686,"Long-term average annual precipitation in depth",4151,2017,686.0,"X","","6433"
"Seychelles",690,"Long-term average annual precipitation in depth",4151,2017,2330.0,"X","","6433"
"Sierra Leone",694,"Long-term average annual precipitation in depth",4151,2017,2526.0,"X","","6433"
"Singapore",702,"Long-term average annual precipitation in depth",4151,2017,2497.0,"X","","6433"
"Slovakia",703,"Long-term average annual precipitation in depth",4151,2017,824.0,"X","","6433"
"Slovenia",705,"Long-term average annual precipitation in depth",4151,2017,1162.0,"X","","6433"
"Solomon Islands",90,"Long-term average annual precipitation in depth",4151,2017,3028.0,"X","","6433"
"Somalia",706,"Long-term average annual precipitation in depth",4151,2017,282.0,"X","","6433"
"South Africa",710,"Long-term average annual precipitation in depth",4151,2017,495.0,"X","","6433"
"South Sudan",728,"Long-term average annual precipitation in depth",4151,2017,900.0,"","","6433"
"Spain",724,"Long-term average annual precipitation in depth",4151,2017,636.0,"X","","6433"
"Sri Lanka",144,"Long-term average annual precipitation in depth",4151,2017,1712.0,"X","","6433"
"Sudan",729,"Long-term average annual precipitation in depth",4151,2017,250.0,"","","0"
"Suriname",740,"Long-term average annual precipitation in depth",4151,2017,2331.0,"","","6433"
"Sweden",752,"Long-term average annual precipitation in depth",4151,2017,624.0,"X","","6433"
"Switzerland",756,"Long-term average annual precipitation in depth",4151,2017,1537.0,"X","","6433"
"Syrian Arab Republic",760,"Long-term average annual precipitation in depth",4151,2017,252.0,"X","","6433"
"Tajikistan",762,"Long-term average annual precipitation in depth",4151,2017,691.0,"X","","6433"
